类目id:11  类目名称:电脑硬件/显示器/电脑周边 
类目id:50025090  类目名称:网游装备/游戏币/帐号/代练>游戏币>J-九阴真经 
类目id:50025092  类目名称:网游装备/游戏币/帐号/代练>游戏币>L-猎刃 
类目id:50025093  类目名称:网游装备/游戏币/帐号/代练>游戏币>洛奇英雄传 
类目id:50025094  类目名称:网游装备/游戏币/帐号/代练>游戏币>M-梦幻聊斋 
类目id:50025095  类目名称:网游装备/游戏币/帐号/代练>游戏币>M-墨香 
类目id:50025096  类目名称:网游装备/游戏币/帐号/代练>游戏币>N-诺亚传说 
类目id:50025097  类目名称:网游装备/游戏币/帐号/代练>游戏币>P-飘流幻境 
类目id:50025098  类目名称:网游装备/游戏币/帐号/代练>游戏币>Q-奇迹 
类目id:50025099  类目名称:网游装备/游戏币/帐号/代练>游戏币>R-热血世界 
类目id:50025100  类目名称:网游装备/游戏币/帐号/代练>游戏币>S-神鬼世界 
类目id:50025101  类目名称:网游装备/游戏币/帐号/代练>游戏币>S-神武 
类目id:50025102  类目名称:网游装备/游戏币/帐号/代练>游戏币>S-圣魔之血 
类目id:50025103  类目名称:网游装备/游戏币/帐号/代练>游戏币>T-坦克世界 
类目id:50025106  类目名称:网游装备/游戏币/帐号/代练>游戏币>Y-佣兵天下 
类目id:50025107  类目名称:网游装备/游戏币/帐号/代练>游戏币>Y-御龙在天 
类目id:50025108  类目名称:网络游戏点卡>Y-英雄联盟点卡 
类目id:50025109  类目名称:网络游戏点卡>T-坦克世界点卡 
类目id:50025110  类目名称:电影/演出/体育赛事 
类目id:50025111  类目名称:本地化生活服务 
类目id:50025113  类目名称:本地化生活服务>便民服务>水电煤/生活缴费 
类目id:50025122  类目名称:本地化生活服务>家政服务>搬家/搬运服务 
类目id:50025123  类目名称:本地化生活服务>家政服务>搬家/搬运服务>企业搬家 
类目id:50025124  类目名称:本地化生活服务>家政服务>物业保洁 
类目id:50025125  类目名称:本地化生活服务>家政服务>保姆/看护 
类目id:50025132  类目名称:本地化生活服务>婚庆服务 
类目id:50025133  类目名称:本地化生活服务>汽车服务 
类目id:50025134  类目名称:本地化生活服务>汽车服务>租车服务 
类目id:50025137  类目名称:本地化生活服务>汽车服务>代驾服务 
类目id:50025138  类目名称:汽车/用品/配件/改装>加油卡/加油充值 
类目id:50025141  类目名称:汽车/用品/配件/改装>加油卡/加油充值>实物加油卡 
类目id:50025160  类目名称:汽车/用品/配件/改装>汽车零配件>点火系统>高压线 
类目id:50025200  类目名称:网络游戏点卡>L-洛奇英雄传点卡 
类目id:50025201  类目名称:网络游戏点卡>F-风暴战区点卡 
类目id:50025202  类目名称:商业/办公家具>医疗家具>输液椅 
类目id:50025203  类目名称:商业/办公家具>医疗家具>牙科椅 
类目id:50025204  类目名称:商业/办公家具>医疗家具>护理屏风 
类目id:50025222  类目名称:粮油米面/南北干货/调味品>调味品/果酱/沙拉>调味酱 
类目id:50025268  类目名称:婚庆/摄影/摄像服务>其它摄影服务>摄影摄像服务 
类目id:50025321  类目名称:网络游戏点卡>Z-战地之王AVA 
类目id:50025322  类目名称:网络游戏点卡>Q-七雄争霸点卡 
类目id:50025361  类目名称:3C数码配件>数码周边>数码维修工具 
类目id:50025380  类目名称:3C数码配件>干电池/充电电池/套装>18650电池 
类目id:50025381  类目名称:3C数码配件>干电池/充电电池/套装>18650电池盒 
类目id:50025382  类目名称:3C数码配件>数码包/收纳/整理>电池收纳盒 
类目id:50025480  类目名称:网络游戏点卡>T-腾讯绿色征途点卡 
类目id:50025555  类目名称:特色手工艺>其他特色工艺品 
类目id:50025563  类目名称:节庆用品/礼品>圣诞用品/礼品/装饰品>其他圣诞用品 
类目id:50025604  类目名称:特色手工艺>宗教工艺品>佛珠/念珠 
类目id:50025605  类目名称:特色手工艺>宗教工艺品>佛珠/念珠>佛珠项链 
类目id:50025606  类目名称:特色手工艺>宗教工艺品>佛珠/念珠>佛珠挂链 
类目id:50025607  类目名称:特色手工艺>宗教工艺品>佛珠/念珠>佛珠手链 
类目id:50025614  类目名称:ZIPPO/瑞士军刀/眼镜>功能眼镜>篮球眼镜 
类目id:50025615  类目名称:大家电>大家电配件>电视机配件>3D电视眼镜 
类目id:50025621  类目名称:网络游戏点卡>M-魔域掉钱版 
类目id:50025646  类目名称:网络游戏点卡>Y-游戏蜗牛 
类目id:50025654  类目名称:网络游戏点卡>X-侠客列传点卡 
类目id:50025658  类目名称:运动/瑜伽/健身/球迷用品>舞蹈/健美操/体操>中国古典舞 
类目id:50025659  类目名称:运动/瑜伽/健身/球迷用品>舞蹈/健美操/体操>中国古典舞>古典舞服 
类目id:50025660  类目名称:运动/瑜伽/健身/球迷用品>舞蹈/健美操/体操>中国古典舞>古典舞配饰 
类目id:50025661  类目名称:运动/瑜伽/健身/球迷用品>舞蹈/健美操/体操>中国古典舞>古典舞鞋 
类目id:50025674  类目名称:粮油米面/南北干货/调味品>调味品/果酱/沙拉>调味料 
类目id:50025676  类目名称:粮油米面/南北干货/调味品>食用油/调味油>麻油 
类目id:50025680  类目名称:水产肉类/新鲜蔬果/熟食>腌制蔬菜/泡菜/酱菜/脱水蔬菜 
类目id:50025682  类目名称:粮油米面/南北干货/调味品>南北干货/肉类干货 
类目id:50025683  类目名称:粮油米面/南北干货/调味品>方便速食>水饺/馄饨 
类目id:50025684  类目名称:粮油米面/南北干货/调味品>方便速食>面食 
类目id:50025687  类目名称:粮油米面/南北干货/调味品>方便速食>海鲜丸类 
类目id:50025689  类目名称:粮油米面/南北干货/调味品>方便速食 
类目id:50025690  类目名称:水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>蟹类 
类目id:50025691  类目名称:水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>淡水鱼类 
类目id:50025692  类目名称:水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>其它 
类目id:50025695  类目名称:粮油米面/南北干货/调味品>南北干货/肉类干货>熏腊/香肠/火腿制品>培根 
类目id:50025696  类目名称:粮油米面/南北干货/调味品>南北干货/肉类干货>熏腊/香肠/火腿制品>包装即食肠类 
类目id:50025698  类目名称:水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>贝类>泥螺 
类目id:50025699  类目名称:水产肉类/新鲜蔬果/熟食>熟食/凉菜/私房菜>烤鸭/酱鸭 
类目id:50025700  类目名称:水产肉类/新鲜蔬果/熟食>熟食/凉菜/私房菜>卤肉类 
类目id:50025701  类目名称:3C数码配件>数码周边>触摸屏手套 
类目id:50025705  类目名称:洗护清洁剂/卫生巾/纸/香薰 
类目id:50025707  类目名称:度假线路/签证送关/旅游服务 
类目id:50025710  类目名称:电玩/配件/游戏/攻略>PSV专用配件 
类目id:50025711  类目名称:电玩/配件/游戏/攻略>PSV专用配件>PSV电池 
类目id:50025712  类目名称:电玩/配件/游戏/攻略>PSV专用配件>PSV充电器 
类目id:50025713  类目名称:电玩/配件/游戏/攻略>PSV专用配件>PSV保护套/外壳 
类目id:50025714  类目名称:电玩/配件/游戏/攻略>PSV专用配件>PSV专用耳机 
类目id:50025715  类目名称:电玩/配件/游戏/攻略>PSV专用配件>PSV屏幕贴膜 
类目id:50025716  类目名称:电玩/配件/游戏/攻略>PSV专用配件>PSV彩贴/贴纸 
类目id:50025777  类目名称:特色手工艺>地区民间特色手工艺>葫芦 
类目id:50025778  类目名称:网络游戏点卡>X-迅雷专区 
类目id:50025783  类目名称:特价酒店/特色客栈/公寓旅馆>酒店客栈套餐>国内套餐 
类目id:50025784  类目名称:特价酒店/特色客栈/公寓旅馆>酒店客栈套餐>国内套餐>客栈套餐 
类目id:50025785  类目名称:大家电>大家电配件>电视机配件 
类目id:50025787  类目名称:家庭/个人清洁工具>家务/地板清洁用具>平板拖把 
类目id:50025788  类目名称:家庭/个人清洁工具>家务/地板清洁用具>胶棉拖把 
类目id:50025791  类目名称:家庭/个人清洁工具>家务/地板清洁用具>抹布 
类目id:50025792  类目名称:家庭/个人清洁工具>家务/地板清洁用具>扫把及扫把头 
类目id:50025793  类目名称:家庭/个人清洁工具>家务/地板清洁用具>钢丝球 
类目id:50025794  类目名称:家庭/个人清洁工具>家务/地板清洁用具>刷子>精密仪器刷 
类目id:50025795  类目名称:家庭/个人清洁工具>家务/地板清洁用具>刷子>床刷 
类目id:50025796  类目名称:家庭/个人清洁工具>家务/地板清洁用具>扫把及扫把头>扫把 
类目id:50025797  类目名称:家庭/个人清洁工具>家务/地板清洁用具>扫把及扫把头>扫把头 
类目id:50025798  类目名称:家庭/个人清洁工具>家务/地板清洁用具>海绵擦 
类目id:50025800  类目名称:家庭/个人清洁工具>卫浴用具/卫浴配件>浴帘配件 
类目id:50025801  类目名称:家庭/个人清洁工具>卫浴用具/卫浴配件>地垫 
类目id:50025802  类目名称:家庭/个人清洁工具>卫浴用具/卫浴配件>粘钩 
类目id:50025803  类目名称:家庭/个人清洁工具>卫浴用具/卫浴配件>痰盂 
类目id:50025804  类目名称:家庭/个人清洁工具>卫浴用具/卫浴配件>花洒/淋蓬头 
类目id:50025805  类目名称:家庭/个人清洁工具>卫浴用具/卫浴配件>卷纸器/纸巾架 
类目id:50025806  类目名称:家庭/个人清洁工具>卫浴用具/卫浴配件>过滤器/净水器 
类目id:50025809  类目名称:收纳整理>衣物洗/晒/护理用具>搓衣板 
类目id:50025810  类目名称:收纳整理>衣物洗/晒/护理用具>夹子 
类目id:50025811  类目名称:收纳整理>衣物洗/晒/护理用具>小型晒衣架 
类目id:50025812  类目名称:收纳整理>衣物洗/晒/护理用具>大型晒衣架 
类目id:50025813  类目名称:收纳整理>衣物洗/晒/护理用具>晾衣杆 
类目id:50025814  类目名称:收纳整理>衣物洗/晒/护理用具>领带架 
类目id:50025819  类目名称:大家电>大家电配件>电视机配件>其他电视配件 
类目id:50025820  类目名称:收纳整理>衣物洗/晒/护理用具>叠衣板 
类目id:50025821  类目名称:收纳整理>衣物洗/晒/护理用具>除尘刷 
类目id:50025822  类目名称:家庭/个人清洁工具>家务/地板清洁用具>拖把配件 
类目id:50025823  类目名称:家庭/个人清洁工具>家务/地板清洁用具>拖把配件>条状拖把头 
类目id:50025824  类目名称:家庭/个人清洁工具>家务/地板清洁用具>拖把配件>胶棉拖把头 
类目id:50025825  类目名称:家庭/个人清洁工具>家务/地板清洁用具>拖把配件>尘推头 
类目id:50025826  类目名称:家庭/个人清洁工具>家务/地板清洁用具>拖把配件>拖把桶 
类目id:50025827  类目名称:家庭/个人清洁工具>家务/地板清洁用具>拖把配件>其他配件 
类目id:50025828  类目名称:居家日用>防护用品>其它 
类目id:50025831  类目名称:度假线路/签证送关/旅游服务>旅游优惠券/会员卡>旅游年票/年卡 
类目id:50025832  类目名称:其他>搭配商品 
类目id:50025836  类目名称:大家电>热水器>厨宝 
类目id:50025837  类目名称:大家电>热水器>电热水龙头 
类目id:50025838  类目名称:居家日用>驱虫用品 
类目id:50025839  类目名称:居家日用>香薰用品 
类目id:50025842  类目名称:居家日用>保暖贴/怀炉/保暖用品>保暖披肩 
类目id:50025843  类目名称:居家日用>保暖贴/怀炉/保暖用品>保暖手套 
类目id:50025844  类目名称:居家日用>保暖贴/怀炉/保暖用品>暖手贴 
类目id:50025845  类目名称:居家日用>保暖贴/怀炉/保暖用品>桌上暖垫 
类目id:50025846  类目名称:居家日用>保暖贴/怀炉/保暖用品>保暖鞋 
类目id:50025847  类目名称:居家日用>鞋用品>居家鞋 
类目id:50025848  类目名称:居家日用>保暖贴/怀炉/保暖用品>发热鞋垫 
类目id:50025849  类目名称:居家日用>保暖贴/怀炉/保暖用品>暖风机 
类目id:50025852  类目名称:节庆用品/礼品>圣诞用品/礼品/装饰品>圣诞袜 
类目id:50025853  类目名称:节庆用品/礼品>圣诞用品/礼品/装饰品>圣诞帽 
类目id:50025854  类目名称:节庆用品/礼品>圣诞用品/礼品/装饰品>圣诞服饰 
类目id:50025855  类目名称:节庆用品/礼品>圣诞用品/礼品/装饰品>圣诞鹿 
类目id:50025856  类目名称:节庆用品/礼品>圣诞用品/礼品/装饰品>圣诞礼品 
类目id:50025857  类目名称:节庆用品/礼品>圣诞用品/礼品/装饰品>圣诞装饰品 
类目id:50025858  类目名称:节庆用品/礼品>门幅 
类目id:50025859  类目名称:节庆用品/礼品>哨子 
类目id:50025860  类目名称:节庆用品/礼品>装扮用品 
类目id:50025861  类目名称:节庆用品/礼品>角色扮演类用品 
类目id:50025862  类目名称:节庆用品/礼品>充气用品 
类目id:50025863  类目名称:节庆用品/礼品>荧光棒 
类目id:50025864  类目名称:居家日用>书写板 
类目id:50025865  类目名称:节庆用品/礼品>整蛊用品 
类目id:50025880  类目名称:度假线路/签证送关/旅游服务>目的地玩乐>旅行拍照/婚纱摄影 
类目id:50025883  类目名称:男装>毛呢大衣 
类目id:50025884  类目名称:男装>羽绒裤 
类目id:50025885  类目名称:男装>棉裤 
类目id:50025886  类目名称:度假线路/签证送关/旅游服务>目的地玩乐>潜水/岸潜/船潜 
类目id:50025888  类目名称:度假线路/签证送关/旅游服务>旅游服务>机场行李托运取送寄存 
类目id:50025889  类目名称:网络游戏点卡>激活码/新手包 
类目id:50025891  类目名称:餐饮具>杯子/水杯/水壶>吸管 
类目id:50025894  类目名称:收纳整理>家庭整理用具>其他整理用品 
类目id:50025895  类目名称:收纳整理>家庭整理用具>抽气泵 
类目id:50025896  类目名称:收纳整理>家庭整理用具>桌脚垫 
类目id:50025897  类目名称:收纳整理>家庭防尘用具>床罩 
类目id:50025898  类目名称:收纳整理>家庭防尘用具>沙发罩 
类目id:50025899  类目名称:收纳整理>家庭防尘用具>餐桌罩 
类目id:50025900  类目名称:收纳整理>家庭防尘用具>电视罩 
类目id:50025901  类目名称:收纳整理>家庭防尘用具>车罩 
类目id:50025912  类目名称:收纳整理>家庭收纳用具>收纳袋>保温包 
类目id:50025914  类目名称:收纳整理>家庭收纳用具>收纳盒>药盒 
类目id:50025916  类目名称:收纳整理>家庭收纳用具>收纳盒>CD盒 
类目id:50025917  类目名称:收纳整理>家庭收纳用具>收纳包>CD包 
类目id:50025918  类目名称:收纳整理>家庭收纳用具>收纳盒>纸巾盒 
类目id:50025919  类目名称:收纳整理>家庭收纳用具>收纳盒>首饰盒 
类目id:50025920  类目名称:收纳整理>家庭收纳用具>收纳盒>牙签盒 
类目id:50025921  类目名称:收纳整理>家庭收纳用具>收纳盒>文具收纳盒 
类目id:50025922  类目名称:收纳整理>家庭收纳用具>收纳盒>桌面收纳盒 
类目id:50025923  类目名称:收纳整理>家庭收纳用具>收纳盒>其他收纳盒 
类目id:50025924  类目名称:收纳整理>家庭收纳用具>收纳架>纸巾架 
类目id:50025925  类目名称:收纳整理>家庭收纳用具>收纳架>红酒架 
类目id:50025926  类目名称:收纳整理>家庭收纳用具>收纳架>其他收纳架 
类目id:50025928  类目名称:收纳整理>家庭收纳用具>收纳包>卡包/证件包 
类目id:50025937  类目名称:收纳整理>家庭收纳用具>收纳袋>其他收纳袋 
类目id:50025938  类目名称:收纳整理>家庭收纳用具>收纳篮>其他收纳篮 
类目id:50025939  类目名称:收纳整理>家庭收纳用具>收纳罐>其他收纳罐 
类目id:50025940  类目名称:收纳整理>家庭收纳用具>收纳柜>收纳柜 
类目id:50025941  类目名称:收纳整理>家庭收纳用具>收纳柜>衣物收纳柜/简易衣橱 
类目id:50025942  类目名称:收纳整理>家庭收纳用具>收纳盒>食物收纳盒 
类目id:50025943  类目名称:收纳整理>家庭收纳用具>收纳盒>内衣收纳盒 
类目id:50025944  类目名称:收纳整理>家庭收纳用具>收纳包>卫生巾收纳包 
类目id:50025945  类目名称:收纳整理>家庭收纳用具>收纳包>其他收纳包 
类目id:50025954  类目名称:收纳整理>家庭收纳用具>收纳桶>其他收纳桶 
类目id:50025955  类目名称:收纳整理>家庭收纳用具>其他 
类目id:50025956  类目名称:收纳整理>家庭收纳用具>收纳罐>笔筒 
类目id:50025961  类目名称:装修设计/施工/监理>璁捐>家庭设计>全案设计 
类目id:50025966  类目名称:个性定制/设计服务/DIY>设计服务>样图/效果图销售 
类目id:50025982  类目名称:休闲娱乐>室内休闲玩乐 
类目id:50025984  类目名称:休闲娱乐>户外休闲玩乐>户外拓展 
类目id:50025985  类目名称:休闲娱乐>室内休闲玩乐>游戏电玩 
类目id:50025986  类目名称:休闲娱乐>室内休闲玩乐>桌面游戏 
类目id:50025987  类目名称:休闲娱乐>室内休闲玩乐>桌球 
类目id:50025989  类目名称:休闲娱乐>室内休闲玩乐>DIY手工 
类目id:50025990  类目名称:休闲娱乐>室内休闲玩乐>其它室内休闲 
类目id:50025996  类目名称:餐饮美食>快餐/小吃/西式快餐 
类目id:50025998  类目名称:餐饮美食>快餐/小吃/西式快餐>中式快餐/小吃 
类目id:50026002  类目名称:餐饮美食>烧烤/烧肉/烤鱼 
类目id:50026003  类目名称:餐饮美食>快餐/小吃/西式快餐>其他小吃 
类目id:50026008  类目名称:休闲娱乐>酒吧/俱乐部/私人会所 
类目id:50026022  类目名称:餐饮美食>日韩料理/亚洲美食 
类目id:50026023  类目名称:餐饮美食>日韩料理/亚洲美食>泰国菜 
类目id:50026024  类目名称:餐饮美食>西餐>法国菜 
类目id:50026025  类目名称:餐饮美食>日韩料理/亚洲美食>印度菜 
类目id:50026026  类目名称:餐饮美食>西餐>牛排/铁板烧 
类目id:50026027  类目名称:餐饮美食>西餐>意大利菜 
类目id:50026029  类目名称:餐饮美食>西餐>其他西餐 
类目id:50026030  类目名称:餐饮美食>日韩料理/亚洲美食>韩国料理 
类目id:50026031  类目名称:餐饮美食>日韩料理/亚洲美食>日本料理 
类目id:50026032  类目名称:餐饮美食>西餐>披萨 
类目id:50026033  类目名称:网络游戏点卡>Y-游戏茶苑 
类目id:50026034  类目名称:网络游戏点卡>R-热血英豪 
类目id:50026035  类目名称:购物提货券>食品提货券>粽子提货券 
类目id:50026036  类目名称:网络游戏点卡>C-传奇3 
类目id:50026037  类目名称:网络游戏点卡>C-超级跑跑 
类目id:50026038  类目名称:网络游戏点卡>G-功夫小子 
类目id:50026039  类目名称:网络游戏点卡>S-三国杀Online 
类目id:50026040  类目名称:网络游戏点卡>C-传世无双 
类目id:50026042  类目名称:网络游戏点卡>F-疯狂赛车 
类目id:50026043  类目名称:网络游戏点卡>Z-斩魂 
类目id:50026044  类目名称:休闲娱乐>户外休闲玩乐 
类目id:50026045  类目名称:网络游戏点卡>W-武魂 
类目id:50026051  类目名称:休闲娱乐>户外休闲玩乐>其他户外休闲 
类目id:50026054  类目名称:网络游戏点卡>X-星际Ⅱ《自由之翼》畅玩版 
类目id:50026055  类目名称:网络游戏点卡>Y-月影传说 
类目id:50026056  类目名称:网络游戏点卡>C-苍穹之怒 
类目id:50026057  类目名称:网络游戏点卡>D-大话红楼 
类目id:50026058  类目名称:网络游戏点卡>R-热血战队 
类目id:50026059  类目名称:网络游戏点卡>J-九鼎传说 
类目id:50026060  类目名称:网络游戏点卡>Z-中华英雄 
类目id:50026061  类目名称:休闲娱乐>户外休闲玩乐>真人CS 
类目id:50026062  类目名称:网络游戏点卡>J-剑仙 
类目id:50026063  类目名称:网络游戏点卡>S-三界奇缘 
类目id:50026064  类目名称:网络游戏点卡>A-艾尔之光 
类目id:50026065  类目名称:网络游戏点卡>W-万王之王3 
类目id:50026066  类目名称:网络游戏点卡>H-黄金国度 
类目id:50026067  类目名称:网络游戏点卡>Q-全球使命 
类目id:50026068  类目名称:网络游戏点卡>S-神话 
类目id:50026069  类目名称:网络游戏点卡>S-水浒无双 
类目id:50026070  类目名称:网络游戏点卡>T-天道 
类目id:50026071  类目名称:网络游戏点卡>X-新战国 
类目id:50026072  类目名称:网络游戏点卡>L-亮剑 
类目id:50026073  类目名称:网络游戏点卡>B-波克城市 
类目id:50026076  类目名称:运动/瑜伽/健身/球迷用品>毽子/空竹/民间运动>可乐球 
类目id:50026077  类目名称:大家电>大家电配件>电视机配件>电视机遥控器 
类目id:50026079  类目名称:餐饮具>茶具>茶宠摆件 
类目id:50026081  类目名称:休闲娱乐>酒吧/俱乐部/私人会所>酒吧 
类目id:50026082  类目名称:餐饮具>茶具>茶道/香炉 
类目id:50026083  类目名称:休闲娱乐>户外休闲玩乐>农家乐/生态体验 
类目id:50026084  类目名称:大家电>大家电配件>空调配件 
类目id:50026085  类目名称:节庆用品/礼品>婚庆布景/道具>手腕花 
类目id:50026091  类目名称:度假线路/签证送关/旅游服务>目的地玩乐>国外火车票 
类目id:50026092  类目名称:家庭/个人清洁工具>家务/地板清洁用具>水拖 
类目id:50026194  类目名称:居家日用>伞/雨具/防雨/防潮>雨鞋 
类目id:50026195  类目名称:节庆用品/礼品>创意礼品>创意玩偶 
类目id:50026197  类目名称:本地化生活服务>其他>生活配送 
类目id:50026202  类目名称:本地化生活服务>便民服务>改衣 
类目id:50026258  类目名称:本地化生活服务>家政服务>保姆/看护>月嫂 
类目id:50026259  类目名称:本地化生活服务>家政服务>保姆/看护>育婴师 
类目id:50026260  类目名称:本地化生活服务>家政服务>保姆/看护>催乳师 
类目id:50026261  类目名称:本地化生活服务>家政服务>保姆/看护>专业营养师 
类目id:50026266  类目名称:本地化生活服务>家政服务>保姆/看护>看护/陪护 
类目id:50026271  类目名称:本地化生活服务>家政服务>搬家/搬运服务>小型搬家 
类目id:50026272  类目名称:本地化生活服务>家政服务>搬家/搬运服务>起重安装 
类目id:50026273  类目名称:本地化生活服务>家政服务>搬家/搬运服务>钢琴搬运 
类目id:50026274  类目名称:本地化生活服务>家政服务>搬家/搬运服务>空调移机 
类目id:50026275  类目名称:本地化生活服务>家政服务>搬家/搬运服务>长途搬家 
类目id:50026276  类目名称:收纳整理>家庭整理用具>绳子 
类目id:50026282  类目名称:本地化生活服务>婚庆服务>婚礼跟拍/摄影 
类目id:50026290  类目名称:婚庆/摄影/摄像服务>婚礼跟拍 
类目id:50026291  类目名称:婚庆/摄影/摄像服务>婚礼摄影 
类目id:50026295  类目名称:婚庆/摄影/摄像服务>婚车服务>婚车租赁 
类目id:50026308  类目名称:婚庆/摄影/摄像服务>婚庆布置/装饰 
类目id:50026309  类目名称:婚庆/摄影/摄像服务>婚庆布置/装饰>场地布置 
类目id:50026310  类目名称:婚庆/摄影/摄像服务>婚车服务>婚车装饰 
类目id:50026312  类目名称:运动鞋new>童鞋/青少年鞋 
类目id:50026316  类目名称:咖啡/麦片/冲饮 
类目id:50026317  类目名称:咖啡/麦片/冲饮>藕粉/麦片/冲饮品>可可/巧克力饮品 
类目id:50026342  类目名称:书籍/杂志/报纸>网络原创 
类目id:50026343  类目名称:书籍/杂志/报纸>网络原创>玄幻奇幻 
类目id:50026344  类目名称:书籍/杂志/报纸>网络原创>仙侠奇侠 
类目id:50026345  类目名称:书籍/杂志/报纸>网络原创>科幻悬疑 
类目id:50026346  类目名称:书籍/杂志/报纸>网络原创>历史军事 
类目id:50026347  类目名称:书籍/杂志/报纸>网络原创>游戏竞技 
类目id:50026348  类目名称:书籍/杂志/报纸>网络原创>都市情感 
类目id:50026349  类目名称:书籍/杂志/报纸>网络原创>古典言情 
类目id:50026350  类目名称:书籍/杂志/报纸>网络原创>青春校园 
类目id:50026351  类目名称:书籍/杂志/报纸>网络原创>幻想穿越 
类目id:50026352  类目名称:书籍/杂志/报纸>网络原创>豪门纯爱 
类目id:50026360  类目名称:居家日用>扇/迷你风扇/配件/冰垫/冰贴>冰贴 
类目id:50026361  类目名称:教育培训>中小幼培训>学前教育 
类目id:50026365  类目名称:教育培训>学历/职业资格考试>财务/会计培训 
类目id:50026366  类目名称:教育培训>学历/职业资格考试>建筑地产类培训 
类目id:50026395  类目名称:本地化生活服务>家政服务>保姆/看护>普通保姆 
类目id:50026398  类目名称:咖啡/麦片/冲饮>饮料 
类目id:50026402  类目名称:居家日用>伞/雨具/防雨/防潮>防潮垫/抽屉垫 
类目id:50026403  类目名称:居家日用>香包/香囊 
类目id:50026420  类目名称:本地化生活服务>家政服务 
类目id:50026422  类目名称:本地化生活服务>家政服务>保姆/看护>涉外保姆 
类目id:50026423  类目名称:本地化生活服务>家政服务>保姆/看护>临时看护服务 
类目id:50026433  类目名称:本地化生活服务>家政服务>保姆/看护>婴童馆服务 
类目id:50026436  类目名称:网络游戏点卡>D-第九大陆 
类目id:50026437  类目名称:居家日用>扇/迷你风扇/配件/冰垫/冰贴>冰垫 
类目id:50026438  类目名称:孕妇装/孕产妇用品/营养>孕产妇护肤/洗护/祛纹>洁面 
类目id:50026439  类目名称:孕妇装/孕产妇用品/营养>孕产妇护肤/洗护/祛纹>化妆水/爽肤水 
类目id:50026440  类目名称:孕妇装/孕产妇用品/营养>孕产妇护肤/洗护/祛纹>面部精华 
类目id:50026441  类目名称:孕妇装/孕产妇用品/营养>孕产妇护肤/洗护/祛纹>乳液/面霜 
类目id:50026443  类目名称:孕妇装/孕产妇用品/营养>孕产妇护肤/洗护/祛纹>防晒/隔离 
类目id:50026449  类目名称:孕妇装/孕产妇用品/营养>孕产妇护肤/洗护/祛纹>妊娠纹护理 
类目id:50026450  类目名称:孕妇装/孕产妇用品/营养>孕产妇护肤/洗护/祛纹>淡疤护理 
类目id:50026451  类目名称:孕妇装/孕产妇用品/营养>孕产妇护肤/洗护/祛纹>腿脚舒缓 
类目id:50026452  类目名称:孕妇装/孕产妇用品/营养>孕产妇护肤/洗护/祛纹>纤体紧致 
类目id:50026453  类目名称:孕妇装/孕产妇用品/营养>孕产妇护肤/洗护/祛纹>孕产妇漱口水 
类目id:50026454  类目名称:孕妇装/孕产妇用品/营养>孕产妇护肤/洗护/祛纹>孕产妇牙膏 
类目id:50026455  类目名称:孕妇装/孕产妇用品/营养>孕产妇护肤/洗护/祛纹>其它 
类目id:50026456  类目名称:孕妇装/孕产妇用品/营养>孕产妇营养品>孕产妇叶酸 
类目id:50026457  类目名称:孕妇装/孕产妇用品/营养>孕产妇护肤/洗护/祛纹 
类目id:50026460  类目名称:孕妇装/孕产妇用品/营养>孕产妇营养品 
类目id:50026461  类目名称:孕妇装/孕产妇用品/营养>孕产妇营养品>孕产妇DHA 
类目id:50026462  类目名称:孕妇装/孕产妇用品/营养>孕产妇营养品>孕产妇维生素 
类目id:50026463  类目名称:孕妇装/孕产妇用品/营养>孕产妇营养品>孕产妇钙铁锌 
类目id:50026464  类目名称:孕妇装/孕产妇用品/营养>孕产妇营养品>孕产妇牛初乳 
类目id:50026465  类目名称:孕妇装/孕产妇用品/营养>孕产妇营养品>孕产妇益生菌 
类目id:50026466  类目名称:孕妇装/孕产妇用品/营养>孕产妇营养品>孕产妇鱼肝油 
类目id:50026467  类目名称:孕妇装/孕产妇用品/营养>孕产妇营养品>孕产妇防便秘营养品 
类目id:50026468  类目名称:孕妇装/孕产妇用品/营养>孕产妇营养品>孕产妇多元营养 
类目id:50026469  类目名称:孕妇装/孕产妇用品/营养>孕产妇营养品>产后塑身品 
类目id:50026470  类目名称:孕妇装/孕产妇用品/营养>孕产妇营养品>其它 
类目id:50026471  类目名称:孕妇装/孕产妇用品/营养>月子营养 
类目id:50026472  类目名称:孕妇装/孕产妇用品/营养>月子营养>月子餐 
类目id:50026473  类目名称:孕妇装/孕产妇用品/营养>月子营养>月子食用油 
类目id:50026474  类目名称:孕妇装/孕产妇用品/营养>月子营养>月子米酒 
类目id:50026475  类目名称:孕妇装/孕产妇用品/营养>月子营养>月乃汤 
类目id:50026476  类目名称:孕妇装/孕产妇用品/营养>月子营养>通乳产品 
类目id:50026477  类目名称:孕妇装/孕产妇用品/营养>月子营养>其它 
类目id:50026519  类目名称:网店/网络服务/软件>云计算>网页/页面设计/源代码 
类目id:50026520  类目名称:居家日用>驱虫用品>防霉防蛀 
类目id:50026523  类目名称:休闲娱乐 
类目id:50026527  类目名称:居家日用>驱虫用品>纱窗/纱门 
类目id:50026535  类目名称:医疗及健康服务 
